# Interconnect transfer function for the 77 GHz automotive band.
# PROVENANCE: magnitude resampled from the Tessera collaborator's HFSS
#   S-parameter export 'Case5' (dB(S(Port_Top_6_6,Port_Bot_6_6)) [],
#   0.1-100 GHz, 31 pts).
#   Phase is a MINIMUM-PHASE reconstruction from |S21| (Hilbert transform of
#   ln|H|); the source export carries magnitude only. No collaborator source
#   code is reproduced here or anywhere in this repository -- this file is data.
# In-band 75-81 GHz: -0.249 to -0.248 dB.
# generated 2026-08-18 by e2e/data/interconnect/derive_interconnect_csv.py
# ATTRIBUTION: the interconnect itself was simulated by Mohamed Gharib and
#   Prof. Inna Partin-Vaisband (University of Illinois Chicago). The simulation
#   code is NOT distributed with this repository and is available on request to
#   those authors. This file is their simulation's output, not a measurement.
freq_hz,s21_re,s21_im,s21_abs_db,s21_phase_deg
8.175000e+10,0.971665495,-0.000103723,-0.249664,-0.006116
8.180000e+10,0.971664264,-0.000102039,-0.249675,-0.006017
8.185000e+10,0.971663033,-0.000102955,-0.249686,-0.006071
8.190000e+10,0.971661801,-0.000101244,-0.249697,-0.005970
8.195000e+10,0.971660570,-0.000102146,-0.249708,-0.006023
8.200000e+10,0.971659338,-0.000100407,-0.249719,-0.005921
8.205000e+10,0.971658107,-0.000101294,-0.249730,-0.005973
8.210000e+10,0.971656876,-0.000099527,-0.249741,-0.005869
8.215000e+10,0.971655644,-0.000100399,-0.249752,-0.005920
8.220000e+10,0.971654413,-0.000098604,-0.249763,-0.005814
8.225000e+10,0.971653181,-0.000099461,-0.249774,-0.005865
8.230000e+10,0.971651950,-0.000097636,-0.249785,-0.005757
8.235000e+10,0.971650718,-0.000098479,-0.249796,-0.005807
8.240000e+10,0.971649487,-0.000096624,-0.249807,-0.005698
8.245000e+10,0.971648256,-0.000097453,-0.249818,-0.005747
8.250000e+10,0.971647024,-0.000095566,-0.249829,-0.005635
8.255000e+10,0.971645793,-0.000096380,-0.249840,-0.005683
8.260000e+10,0.971644562,-0.000094462,-0.249851,-0.005570
8.265000e+10,0.971643330,-0.000095262,-0.249862,-0.005617
8.270000e+10,0.971642099,-0.000093310,-0.249873,-0.005502
8.275000e+10,0.971640867,-0.000094096,-0.249884,-0.005549
8.280000e+10,0.971639636,-0.000092111,-0.249896,-0.005432
8.285000e+10,0.971638405,-0.000092883,-0.249907,-0.005477
8.290000e+10,0.971637173,-0.000090863,-0.249918,-0.005358
8.295000e+10,0.971635942,-0.000091620,-0.249929,-0.005403
8.300000e+10,0.971634711,-0.000089564,-0.249940,-0.005281
8.305000e+10,0.971633479,-0.000090307,-0.249951,-0.005325
8.310000e+10,0.971632248,-0.000088214,-0.249962,-0.005202
8.315000e+10,0.971631016,-0.000088942,-0.249973,-0.005245
8.320000e+10,0.971629785,-0.000086810,-0.249984,-0.005119
8.325000e+10,0.971628554,-0.000087521,-0.249995,-0.005161
8.330000e+10,0.971627322,-0.000085348,-0.250006,-0.005033
8.335000e+10,0.971626091,-0.000086035,-0.250017,-0.005073
8.340000e+10,0.971624878,-0.000083812,-0.250027,-0.004942
8.345000e+10,0.971623664,-0.000084498,-0.250038,-0.004983
8.350000e+10,0.971622451,-0.000082247,-0.250049,-0.004850
8.355000e+10,0.971621237,-0.000082925,-0.250060,-0.004890
8.360000e+10,0.971620024,-0.000080636,-0.250071,-0.004755
8.365000e+10,0.971618810,-0.000081304,-0.250082,-0.004794
8.370000e+10,0.971617597,-0.000078976,-0.250093,-0.004657
8.375000e+10,0.971616383,-0.000079633,-0.250103,-0.004696
8.380000e+10,0.971615170,-0.000077264,-0.250114,-0.004556
8.385000e+10,0.971613957,-0.000077910,-0.250125,-0.004594
8.390000e+10,0.971612743,-0.000075498,-0.250136,-0.004452
8.395000e+10,0.971611530,-0.000076133,-0.250147,-0.004490
8.400000e+10,0.971610316,-0.000073676,-0.250158,-0.004345
8.405000e+10,0.971609103,-0.000074300,-0.250168,-0.004381
8.410000e+10,0.971607890,-0.000071796,-0.250179,-0.004234
8.415000e+10,0.971606676,-0.000072410,-0.250190,-0.004270
8.420000e+10,0.971605463,-0.000069858,-0.250201,-0.004120
8.425000e+10,0.971604249,-0.000070460,-0.250212,-0.004155
8.430000e+10,0.971603036,-0.000067858,-0.250223,-0.004002
8.435000e+10,0.971601822,-0.000068450,-0.250234,-0.004037
8.440000e+10,0.971600609,-0.000065797,-0.250244,-0.003880
8.445000e+10,0.971599395,-0.000066377,-0.250255,-0.003914
8.450000e+10,0.971598182,-0.000063671,-0.250266,-0.003755
8.455000e+10,0.971596969,-0.000064241,-0.250277,-0.003788
8.460000e+10,0.971595755,-0.000061479,-0.250288,-0.003625
8.465000e+10,0.971594542,-0.000062038,-0.250299,-0.003658
8.470000e+10,0.971593329,-0.000059218,-0.250310,-0.003492
8.475000e+10,0.971592115,-0.000059767,-0.250320,-0.003524
8.480000e+10,0.971590902,-0.000056888,-0.250331,-0.003355
8.485000e+10,0.971589688,-0.000057425,-0.250342,-0.003386
8.490000e+10,0.971588475,-0.000054485,-0.250353,-0.003213
8.495000e+10,0.971587261,-0.000055012,-0.250364,-0.003244
8.500000e+10,0.971586048,-0.000052008,-0.250375,-0.003067
8.505000e+10,0.971584835,-0.000052524,-0.250385,-0.003097
8.510000e+10,0.971583621,-0.000049453,-0.250396,-0.002916
8.515000e+10,0.971582408,-0.000049959,-0.250407,-0.002946
8.520000e+10,0.971581195,-0.000046819,-0.250418,-0.002761
8.525000e+10,0.971579981,-0.000047314,-0.250429,-0.002790
8.530000e+10,0.971578768,-0.000044102,-0.250440,-0.002601
8.535000e+10,0.971577554,-0.000044586,-0.250451,-0.002629
8.540000e+10,0.971576341,-0.000041300,-0.250461,-0.002436
8.545000e+10,0.971575128,-0.000041774,-0.250472,-0.002463
8.550000e+10,0.971573914,-0.000038409,-0.250483,-0.002265
8.555000e+10,0.971572701,-0.000038872,-0.250494,-0.002292
8.560000e+10,0.971571487,-0.000035426,-0.250505,-0.002089
8.565000e+10,0.971570274,-0.000035879,-0.250516,-0.002116
8.570000e+10,0.971569061,-0.000032347,-0.250526,-0.001908
8.575000e+10,0.971567847,-0.000032790,-0.250537,-0.001934
8.580000e+10,0.971566634,-0.000029169,-0.250548,-0.001720
8.585000e+10,0.971565420,-0.000029602,-0.250559,-0.001746
8.590000e+10,0.971564207,-0.000025887,-0.250570,-0.001527
8.595000e+10,0.971562994,-0.000026310,-0.250581,-0.001552
8.600000e+10,0.971561780,-0.000022497,-0.250592,-0.001327
8.605000e+10,0.971560567,-0.000022909,-0.250602,-0.001351
8.610000e+10,0.971559353,-0.000018994,-0.250613,-0.001120
8.615000e+10,0.971558140,-0.000019396,-0.250624,-0.001144
8.620000e+10,0.971556927,-0.000015373,-0.250635,-0.000907
8.625000e+10,0.971555713,-0.000015765,-0.250646,-0.000930
8.630000e+10,0.971554500,-0.000011628,-0.250657,-0.000686
8.635000e+10,0.971553286,-0.000012009,-0.250667,-0.000708
8.640000e+10,0.971552073,-0.000007752,-0.250678,-0.000457
8.645000e+10,0.971550860,-0.000008122,-0.250689,-0.000479
8.650000e+10,0.971549646,-0.000003739,-0.250700,-0.000220
8.655000e+10,0.971548433,-0.000004098,-0.250711,-0.000242
8.660000e+10,0.971547219,0.000000421,-0.250722,0.000025
8.665000e+10,0.971546006,0.000000075,-0.250733,0.000004
8.670000e+10,0.971544797,0.000004741,-0.250743,0.000280
8.675000e+10,0.971543594,0.000004406,-0.250754,0.000260
8.680000e+10,0.971542391,0.000009214,-0.250765,0.000543
8.685000e+10,0.971541187,0.000008883,-0.250776,0.000524
8.690000e+10,0.971539984,0.000013848,-0.250786,0.000817
8.695000e+10,0.971538781,0.000013524,-0.250797,0.000798
8.700000e+10,0.971537578,0.000018656,-0.250808,0.001100
8.705000e+10,0.971536375,0.000018341,-0.250819,0.001082
8.710000e+10,0.971535172,0.000023652,-0.250829,0.001395
8.715000e+10,0.971533969,0.000023344,-0.250840,0.001377
8.720000e+10,0.971532766,0.000028846,-0.250851,0.001701
8.725000e+10,0.971531563,0.000028547,-0.250862,0.001684
8.730000e+10,0.971530359,0.000034255,-0.250872,0.002020
8.735000e+10,0.971529156,0.000033964,-0.250883,0.002003
8.740000e+10,0.971527953,0.000039893,-0.250894,0.002353
8.745000e+10,0.971526750,0.000039611,-0.250905,0.002336
8.750000e+10,0.971525547,0.000045778,-0.250915,0.002700
8.755000e+10,0.971524344,0.000045504,-0.250926,0.002684
8.760000e+10,0.971523140,0.000051928,-0.250937,0.003062
8.765000e+10,0.971521937,0.000051662,-0.250948,0.003047
8.770000e+10,0.971520734,0.000058366,-0.250959,0.003442
8.775000e+10,0.971519531,0.000058108,-0.250969,0.003427
8.780000e+10,0.971518327,0.000065116,-0.250980,0.003840
8.785000e+10,0.971517124,0.000064867,-0.250991,0.003826
8.790000e+10,0.971515921,0.000072206,-0.251002,0.004258
8.795000e+10,0.971514718,0.000071965,-0.251012,0.004244
8.800000e+10,0.971513514,0.000079669,-0.251023,0.004699
8.805000e+10,0.971512311,0.000079436,-0.251034,0.004685
8.810000e+10,0.971511107,0.000087541,-0.251045,0.005163
8.815000e+10,0.971509904,0.000087315,-0.251055,0.005150
8.820000e+10,0.971508700,0.000095866,-0.251066,0.005654
8.825000e+10,0.971507497,0.000095648,-0.251077,0.005641
8.830000e+10,0.971506293,0.000104693,-0.251088,0.006174
8.835000e+10,0.971505090,0.000104483,-0.251098,0.006162
8.840000e+10,0.971503886,0.000114083,-0.251109,0.006728
8.845000e+10,0.971502683,0.000113881,-0.251120,0.006716
8.850000e+10,0.971501479,0.000124108,-0.251131,0.007319
8.855000e+10,0.971500276,0.000123912,-0.251141,0.007308
8.860000e+10,0.971499072,0.000134852,-0.251152,0.007953
8.865000e+10,0.971497869,0.000134664,-0.251163,0.007942
8.870000e+10,0.971496664,0.000146421,-0.251174,0.008635
8.875000e+10,0.971495461,0.000146240,-0.251184,0.008625
8.880000e+10,0.971494256,0.000158945,-0.251195,0.009374
8.885000e+10,0.971493053,0.000158771,-0.251206,0.009364
8.890000e+10,0.971491847,0.000172590,-0.251217,0.010179
8.895000e+10,0.971490645,0.000172422,-0.251227,0.010169
8.900000e+10,0.971489439,0.000187565,-0.251238,0.011062
8.905000e+10,0.971488236,0.000187404,-0.251249,0.011053
8.910000e+10,0.971487029,0.000204150,-0.251260,0.012040
8.915000e+10,0.971485826,0.000203994,-0.251270,0.012031
8.920000e+10,0.971484619,0.000222721,-0.251281,0.013136
8.925000e+10,0.971483416,0.000222571,-0.251292,0.013127
8.930000e+10,0.971482208,0.000243806,-0.251303,0.014379
8.935000e+10,0.971481005,0.000243660,-0.251313,0.014371
8.940000e+10,0.971479796,0.000268175,-0.251324,0.015816
8.945000e+10,0.971478593,0.000268032,-0.251335,0.015808
8.950000e+10,0.971477381,0.000297020,-0.251346,0.017518
8.955000e+10,0.971476178,0.000296880,-0.251356,0.017509
8.960000e+10,0.971474964,0.000332327,-0.251367,0.019600
8.965000e+10,0.971473761,0.000332188,-0.251378,0.019592
8.970000e+10,0.971472541,0.000377787,-0.251389,0.022281
8.975000e+10,0.971471338,0.000377646,-0.251400,0.022273
8.980000e+10,0.971470109,0.000441521,-0.251410,0.026040
8.985000e+10,0.971468906,0.000441373,-0.251421,0.026032
8.990000e+10,0.971467648,0.000547896,-0.251432,0.032314
8.995000e+10,0.971466446,0.000547730,-0.251443,0.032304
9.000000e+10,0.971465010,0.000867534,-0.251453,0.051166
